GSM2652126	GSM2652127	GSM2652129	GSM2652134	GSM2652135	GSM2652136
1416353_at	49	133	36	99	75	42
1416354_at	2337	673	1942	5034	6472	10263
1416355_at	43	53	45	24	104	28
1416356_at	173	170	41	492	217	58
1416357_a_at	5	37	5	5	5	5
1416358_at	6	6	6	6	7	6
1416359_at	827	946	974	992	751	20
1416360_at	25	42	21	64	29	17
1416361_a_at	6	6	6	6	6	6
1416362_a_at	134	138	1286	3305	2129	1074
1416363_at	5	9	5	5	6	365
1416364_at	7598	3849	5672	12210	12981	11610
1416365_at	1822	4485	3307	9450	7714	8213
1416366_at	6677	4122	2646	6310	4337	4940
1416367_at	602	371	508	358	367	371
1416368_at	1399	989	793	281	38	38
1416369_at	521	683	240	85	193	44
1416370_at	333	1455	973	165	145	459
1416371_at	2318	3821	6125	69	69	2060
1416372_at	1928	1767	871	445	372	38
1416373_at	7	17	17	44	8	46
1416374_at	123	257	1238	522	360	33
1416375_at	32	316	16	83	7	13
1416376_at	1211	899	174	24	303	192
1416377_at	9	28	37	467	27	305
1416378_at	4	24	4	4	5	5
1416379_at	5	5	5	75	37	90
1416380_at	5	6	6	6	6	8
1416381_a_at	1852	978	1427	1198	1257	610
1416382_at	8	58	6	6	7	7
1416383_a_at	468	105	106	482	126	488
1416384_a_at	644	229	298	2089	509	191
1416385_a_at	662	427	1004	129	183	65
1416386_a_at	952	43	765	298	199	353
1416387_at	27	589	629	5	176	693
1416388_at	24	7	7	7	5	7
1416389_a_at	13	7	64	198	349	551
1416390_at	7	7	6	51	43	57
1416391_at	553	453	342	1223	1943	121
1416392_a_at	2978	2268	1976	655	900	647
1416393_at	690	302	3572	1264	1131	857
1416394_at	733	306	283	3085	3051	2338
1416395_at	581	347	240	289	204	619
1416396_at	5	5	5	5	5	5
1416397_at	5	9	124	5	5	5
1416398_at	5	5	5	5	5	5
1416399_a_at	1943	165	834	671	1029	215
1416400_at	142	54	190	435	489	146
1416401_at	6	7	73	7	6	6
1416402_at	64	84	91	26	72	53
1416403_at	124	42	31	6	9	31
1416404_s_at	3551	785	4544	12362	11585	11557
1416405_at	530	209	124	588	156	187
1416406_at	4295	1678	2717	1750	1615	620
1416407_at	1029	1084	820	356	705	301
1416408_at	1573	1223	1444	303	392	165
1416409_at	2155	1920	1266	1146	545	421
1416410_at	29	16	7	244	144	355
1416411_at	5	5	35	5	5	5
1416412_at	52	5	31	50	96	221
1416413_at	5	5	5	5	5	5
1416414_at	5	5	5	5	5	5
1416415_a_at	1942	562	942	14653	15043	13878
1416416_x_at	9077	10829	11487	4792	2765	1749
1416417_a_at	10654	11122	5892	6827	9927	10839
1416418_at	2139	4142	1262	189	517	284
1416419_s_at	2364	574	894	367	436	337
1416420_a_at	1058	552	1459	6425	6403	4196
1416421_a_at	1793	1546	4040	5128	5360	4954
1416422_a_at	481	351	269	734	786	325
1416423_x_at	137	97	84	147	209	123
1416424_at	35	35	25	57	35	39
1416425_at	29	106	37	210	80	52
1416426_at	820	292	711	638	476	487
1416427_at	142	432	476	674	1494	432
1416428_at	299	252	175	164	53	230
1416429_a_at	2552	2365	2280	1101	1027	1554
1416430_at	690	1039	1224	321	385	509
1416431_at	11	6	8	96	59	13
1416432_at	111	87	491	10	46	5
1416433_at	71	75	45	405	773	513
1416434_at	5	5	5	5	5	5
1416435_at	21	21	107	33	21	21
1416436_a_at	76	890	22	10	20	12
1416437_a_at	491	300	400	9	14	5
1416438_at	1850	1262	318	2240	2399	2922
1416439_at	166	184	48	3278	3630	1129
1416440_at	1631	1595	1197	574	784	334
1416441_at	518	179	137	54	19	5
1416442_at	15	7	8	210	92	196
1416443_a_at	296	20	80	805	1226	1140
1416444_at	2511	2429	2109	1895	1189	823
1416445_at	97	51	251	217	850	30
1416446_at	1310	1302	1254	857	371	49
1416447_at	502	646	308	101	109	212
1416448_at	6	12	5	19	55	49
1416449_x_at	5	5	5	5	5	5
1416450_at	6	7	15	7	7	7
1416451_s_at	5	5	29	5	34	5
1416452_at	1742	1925	1449	755	726	495
1416453_x_at	1053	694	633	5029	5835	4085
1416454_s_at	341	621	154	7	221	8
1416455_a_at	828	1373	955	61	7	17
1416456_a_at	4	4	4	4	4	4
1416457_at	143	73	74	1232	449	372
1416458_at	248	38	134	317	1018	1235
1416459_at	4	6	5	7	15	36
1416460_at	5	5	5	5	5	5
1416461_at	469	859	558	2003	1859	1336
1416462_at	541	355	901	2070	2673	3093
1416463_at	7	8	7	18	48	20
1416464_at	6	6	6	6	6	6
1416465_a_at	3509	3531	4308	993	3848	1030
1416466_at	1219	958	1157	770	1500	755
1416467_at	3661	3212	2107	6692	5991	5560
1416468_at	253	575	19	5	7	12
1416469_at	12	35	33	15	35	34
1416470_a_at	3106	1483	1704	1102	805	184
1416471_at	241	125	411	33	115	26
1416472_at	358	66	88	24	61	61
1416473_a_at	2832	4091	2443	1692	1158	2085
1416474_at	516	662	1133	797	241	428
1416475_at	324	1955	427	1525	1179	593
1416476_a_at	1125	1517	654	641	1468	1157
1416477_at	775	1664	2141	2722	2196	2511
1416478_a_at	1939	275	1155	2256	1899	1643
1416479_a_at	622	208	231	569	854	1469
1416480_a_at	1463	3517	866	1320	1238	3371
1416481_s_at	129	39	124	327	133	263
1416482_at	165	481	137	1174	768	477
1416483_at	689	222	94	1873	2818	1358
1416484_at	840	366	325	1350	1723	1781
1416485_at	1872	952	959	812	2213	1788
1416486_at	337	34	159	687	785	108
1416487_a_at	8	8	84	33	8	23
1416488_at	153	112	11	56	230	539
1416489_at	7	5	41	89	6	10
1416490_at	5	5	5	5	5	6
1416491_at	7	7	6	9	8	29
1416492_at	10	14	26	160	258	128
1416493_at	792	593	714	647	669	249
1416494_at	795	364	1006	710	984	1740
1416495_s_at	2876	384	4867	2225	2788	3866
1416496_at	5139	2735	5619	9237	9413	7829
1416497_at	1024	618	865	883	594	263
1416498_at	136	8	5	149	306	848
1416499_a_at	2016	1641	1479	609	1549	973
1416500_at	786	503	619	45	308	41
1416501_at	1035	1129	899	325	956	1679
1416502_a_at	146	77	76	855	33	32
1416503_at	2396	4955	1493	496	100	93
1416504_at	19	75	8	8	12	8
1416505_at	15	5	5	5	7	5
1416506_at	2391	4371	3273	4509	4629	3569
1416507_at	6	29	6	7	6	6
1416508_at	566	558	82	1148	735	1032
1416509_at	2719	1776	2210	2413	2379	2629
1416510_at	33	28	79	250	310	206
1416511_a_at	502	741	1782	516	615	137
1416512_at	43	119	279	191	95	154
1416513_at	1036	118	683	293	173	915
1416514_a_at	1209	2808	653	2485	3318	2629
1416515_at	189	16	30	502	214	361
1416516_at	10	12	12	48	12	12
1416517_at	283	161	176	142	142	52
1416518_at	6	6	6	6	6	6
1416519_at	6306	5681	7749	19247	16269	15165
1416520_x_at	5438	3159	5597	13878	12640	12690
1416521_at	6367	4674	7066	7009	5093	7144
1416522_a_at	1279	1394	1547	1720	1931	1383
1416523_at	4	5	4	4	4	4
1416524_at	84	321	110	330	560	765
1416525_at	11	43	66	271	139	107
1416526_a_at	1344	1676	416	2718	3091	2635
1416527_at	6	6	6	22	6	6
1416528_at	997	661	853	1174	1231	1518
1416529_at	5	5	5	6	24	118
1416530_a_at	254	75	67	10	121	432
1416531_at	8	118	8	40	72	47
1416532_at	134	563	291	114	325	208
1416533_at	661	323	351	822	501	515
1416534_at	213	26	359	593	555	316
1416535_at	10	7	9	317	251	70
1416536_at	116	194	14	22	48	55
1416537_at	278	58	105	10	33	41
1416538_at	266	8	60	8	49	15
1416539_at	58	145	63	57	56	59
1416540_at	21	16	17	10	63	10
1416541_at	56	322	560	12	101	146
1416542_at	45	27	7	6	7	7
1416543_at	856	600	1257	504	272	39
1416544_at	6	6	161	923	1029	772
1416545_at	63	6	582	158	219	109
1416546_a_at	4384	1027	3726	9909	10341	8515
1416547_at	3223	1941	2983	1724	2325	1235
1416548_at	37	213	11	6	6	6
1416549_at	352	190	235	216	70	18
1416550_at	67	44	109	33	38	64
1416551_at	2525	1935	2428	622	397	1276
1416552_at	5	5	5	5	5	5
1416553_at	258	7	7	403	434	443
1416554_at	7	8	7	55	51	24
1416555_at	1348	2175	1169	1991	1545	639
1416556_at	7088	2834	2467	1908	2227	1040
1416557_a_at	133	66	354	335	372	1257
1416558_at	5	5	5	496	488	400
1416559_at	20	9	557	613	211	166
1416560_at	116	14	67	6	6	7
1416561_at	675	6	6	6	5	6
1416562_at	33	5	5	5	5	5
1416563_at	21	27	11	341	510	1212
1416564_at	4	6	4	4	4	4
1416565_at	6989	4489	7606	7163	6111	4949
1416566_at	273	40	743	1843	851	678
1416567_s_at	4287	1696	2962	6068	6788	6272
1416568_a_at	41	75	34	133	290	558
1416569_at	10	106	86	48	348	1516
1416570_s_at	11	285	71	78	828	88
1416571_at	5	62	33	25	8	26
1416572_at	501	449	302	368	222	99
1416573_at	36	48	196	28	36	6
1416574_at	33	374	320	538	358	115
1416575_at	5	5	5	7	21	5
1416576_at	4	5	5	124	6	5
1416577_a_at	8859	5970	3869	4084	7996	5296
1416578_at	284	1253	145	330	857	873
1416579_a_at	6	10	7	29	7	9
1416580_a_at	210	1259	668	1709	921	2023
1416581_at	154	328	72	200	507	272
1416582_a_at	305	137	318	231	100	204
1416583_at	192	170	230	388	102	64
1416584_at	299	187	425	27	30	24
1416585_at	24	35	11	313	820	413
1416586_at	14	12	92	158	34	72
1416587_a_at	87	88	94	58	272	467
1416588_at	125	5	10	5	5	5
1416589_at	6442	1848	4427	2610	691	262
1416590_a_at	108	60	307	59	56	200
1416591_at	405	113	548	65	181	116
1416592_at	224	133	111	132	147	75
1416593_at	44	18	309	35	34	24
1416594_at	5	51	11	432	313	296
1416595_at	162	240	225	363	601	127
1416596_at	5	5	5	5	5	5
1416597_at	15	260	123	439	269	131
1416598_at	377	309	88	119	45	390
1416599_at	9	9	17	9	9	15
1416600_a_at	294	171	55	204	387	68
1416601_a_at	393	317	746	8	228	687
1416602_a_at	1460	8	1442	5132	1129	448
1416603_at	1669	729	1556	8949	8373	8283
1416604_at	1740	1014	1006	574	979	1188
1416605_at	145	13	11	122	536	317
1416606_s_at	306	130	5	1397	2138	2963
1416607_at	454	175	1143	110	48	159
1416608_a_at	6008	2001	9845	4166	2398	1709
1416609_at	2482	1966	2449	1533	807	806
1416610_a_at	559	286	1246	1154	698	107
1416611_at	370	502	99	37	81	121
1416612_at	4	4	4	4	4	4
1416613_at	5	5	5	5	5	5
1416614_at	434	784	813	621	964	2261
1416615_at	253	68	117	20	158	79
1416616_s_at	779	1531	1182	672	855	507
1416617_at	1586	887	2236	55	156	171
1416618_at	16	24	15	48	23	24
1416619_at	25	6	19	6	6	6
1416620_at	12	37	8	59	52	78
1416621_at	413	373	585	449	521	403
1416622_at	5	6	6	6	60	55
1416623_at	115	28	50	5	9	10
1416624_a_at	8730	6783	9556	16766	17118	18421
1416625_at	17	6	6	6	6	18
1416626_at	5	5	5	5	5	5
1416627_at	5	5	5	5	5	5
1416628_at	1259	700	1166	1110	717	522
1416629_at	5	6	5	5	6	13
1416630_at	2536	2286	5327	745	177	203
1416631_at	18	6	8	5	6	5
1416632_at	313	278	246	30	27	199
1416633_a_at	1048	2324	272	1219	1543	1430
1416634_at	120	165	81	444	599	948
1416635_at	4163	3182	4194	149	300	78
1416636_at	546	1841	685	666	718	1129
1416637_at	183	149	42	120	120	39
1416638_at	966	1621	1214	591	381	445
1416639_at	5	5	5	5	5	5
1416640_at	39	73	168	647	351	314
1416641_at	10	6	6	764	1072	760
1416642_a_at	7076	8077	5795	12234	11872	13087
1416643_at	4	4	4	4	4	4
1416644_a_at	5	5	5	5	5	5
1416645_a_at	5	6	5	5	5	6
1416646_at	5	5	5	5	5	5
1416647_at	21	16	158	22	24	47
1416648_at	7353	689	861	1715	2988	3275
1416649_at	5	5	5	5	5	5
1416650_at	5	5	5	5	5	5
1416651_at	71	22	32	19	24	32
1416652_at	6	112	6	6	6	6
1416653_at	1651	1893	1292	356	168	873
1416654_at	38	39	34	38	25	34
1416655_at	715	1392	981	227	258	7
1416656_at	242	554	66	1214	954	960
1416657_at	76	11	78	139	259	272
1416658_at	5	5	5	5	5	5
1416659_at	2538	807	174	2927	2645	3619
1416660_at	480	1233	1419	3196	2813	2812
1416661_at	404	144	231	1393	2323	2340
1416662_at	215	88	83	10	14	26
1416663_at	662	358	318	993	1307	880
1416664_at	5	5	5	180	223	177
1416665_at	480	161	176	255	205	804
1416666_at	9006	9034	6377	2499	799	995
1416667_at	16	6	450	11	9	32
1416668_at	974	483	298	74	628	53
1416669_s_at	3021	860	4807	10028	10471	8986
1416670_at	415	11	11	186	682	532
1416671_a_at	26	26	26	343	12	26
1416672_s_at	500	161	927	12	61	30
1416673_at	5	23	5	5	5	5
1416674_at	5	5	5	5	5	5
1416675_s_at	112	177	389	6	6	15
1416676_at	6	6	6	6	6	6
1416677_at	4	4	4	4	4	4
1416678_at	678	286	1405	552	1192	885
1416679_at	3956	1328	2891	890	1170	1033
1416680_at	1996	1747	3427	3527	3652	2667
1416681_at	149	258	194	150	480	110
1416682_at	22	28	64	27	227	93
1416683_at	288	248	111	354	520	273
1416684_at	452	18	18	1444	2472	1916
1416685_s_at	474	360	150	1511	2061	1239
1416686_at	70	99	7	7	9	5
1416687_at	36	14	240	35	56	232
1416688_at	14	14	5	5	23	5
1416689_at	4	4	4	4	4	4
1416690_at	174	11	185	7	33	90
1416691_at	5	5	17	5	17	18
1416692_at	5	5	5	5	8	5
1416693_at	5	5	5	5	5	5
1416694_at	6	6	6	6	5	6
1416695_at	69	6	6	181	10	14
1416696_at	577	482	244	379	337	33
1416697_at	6	6	6	6	6	6
1416698_a_at	8	372	9	4374	6708	6616
1416699_at	306	319	95	174	79	315
1416700_at	155	527	279	662	1652	945
1416701_at	48	423	59	838	2157	1379
1416702_at	13	33	7	8	7	7
1416703_at	9	5	74	45	391	643
1416704_at	65	16	7	310	53	80
1416705_at	26	161	74	346	50	22
1416706_at	55	97	213	198	331	405
1416707_a_at	6	7	11	152	85	127
1416708_a_at	148	312	1120	175	246	136
1416709_a_at	87	521	192	41	92	5
1416710_at	276	6	6	6	63	7
1416711_at	6	7	7	6	6	7
1416712_at	67	135	31	47	19	19
1416713_at	159	683	161	399	7	72
1416714_at	5	5	5	5	5	5
1416715_at	5	5	5	5	5	8
1416716_at	153	178	166	403	513	1146
1416717_at	6	6	6	6	6	6
1416718_at	3513	3165	2411	601	96	123
1416719_a_at	748	2394	1378	4155	5904	3136
1416720_at	61	56	308	661	644	410
1416721_s_at	60	67	171	1623	1803	654
1416722_at	90	24	65	1215	48	161
1416723_at	2397	3238	3653	5620	4578	4900
1416724_x_at	3987	6735	5033	8812	7833	6837
1416725_at	5	6	6	6	5	6
1416726_s_at	46	597	443	5146	8293	5012
1416727_a_at	921	596	1021	544	465	234
1416728_at	1315	1407	449	973	1354	1318
1416729_at	5	5	5	5	5	5
1416730_at	8	9	9	8	13	8
1416731_at	238	176	461	763	676	483
1416732_at	208	2261	325	776	1356	1953
1416733_at	633	39	912	445	394	299
1416734_at	357	375	76	47	396	50
1416735_at	3079	4710	4285	604	342	881
1416736_at	40	54	353	93	190	244
1416737_at	128	128	274	202	34	11
1416738_at	110	89	45	83	449	257
1416739_a_at	16	27	38	16	23	24
1416740_at	5	5	5	5	5	5
1416741_at	5	5	5	5	5	5
1416742_at	271	275	505	1215	2050	3552
1416743_at	120	49	663	374	278	61
1416744_at	6	6	21	8	6	6
1416745_x_at	6	6	30	11	6	6
1416746_at	374	271	208	4572	3786	4287
1416747_at	287	95	219	21	29	86
1416748_a_at	16	76	5	101	411	72
1416749_at	11052	9746	10420	947	603	158
1416750_at	4	5	113	51	33	4
1416751_a_at	5	5	22	21	29	23
1416752_at	6	6	6	6	6	6
1416753_at	57	44	9	9	7	9
1416754_at	100	7	6	7	7	7
1416755_at	702	2483	2042	3605	4304	3232
1416756_at	17	51	70	20	62	164
1416757_at	6	7	6	231	306	40
1416758_at	4	5	5	46	4	4
1416759_at	1320	204	55	253	119	17
1416760_at	23	64	187	38	8	8
1416761_at	5	5	5	5	5	5
1416762_at	60	17	115	30	36	59
1416763_at	123	103	1621	685	3439	4010
1416764_at	1098	362	444	1600	1240	643
1416765_s_at	1616	803	2055	3420	2501	1239
1416766_at	4157	3219	2858	313	347	913
1416767_a_at	7813	8951	4495	4329	985	4249
1416768_at	784	642	573	490	56	223
1416769_s_at	860	608	666	314	215	12
1416770_at	79	9	75	349	31	68
1416771_at	13	82	111	44	134	29
1416772_at	127	248	84	6	48	38
1416773_at	18	8	5	339	871	474
1416774_at	5	6	5	1096	889	555
1416775_at	6	6	7	12	6	10
1416776_at	5360	5832	5758	682	254	440
1416777_at	5	5	5	5	5	5
1416778_at	8	6	5	5	5	5
1416779_at	5	92	5	5	5	5
1416780_at	1822	995	3137	550	277	248
1416781_at	158	46	819	804	940	400
1416782_s_at	1644	391	3842	926	1147	497
1416783_at	623	22	6	6	5	38
1416784_at	6	6	6	6	6	6
1416785_at	5	5	5	5	5	5
1416786_at	493	64	117	180	159	148
1416787_at	5	5	71	10	5	5
1416788_a_at	2732	1929	1269	2498	2234	1768
1416789_at	1413	389	3173	1168	2565	1267
1416790_a_at	1265	684	103	2157	1629	2196
1416791_a_at	386	107	697	418	1142	612
1416792_at	160	67	168	1314	927	549
1416793_at	1238	1350	553	165	167	101
1416794_at	1063	259	319	1211	136	24
1416795_at	7	5	6	8	7	5
1416796_at	69	30	17	300	192	135
1416797_at	5	6	6	6	6	6
1416798_a_at	5	5	1077	865	141	753
1416799_at	49	69	6	77	50	6
1416800_at	716	13	56	56	55	142
1416801_at	69	631	2364	669	106	403
1416802_a_at	13	5	5	491	709	725
1416803_at	427	26	14	308	323	9
1416804_at	9	6	6	6	6	9
1416805_at	9	5	5	5	5	5
1416806_at	10	11	10	17	11	10
1416807_at	1972	1954	988	8539	9904	6563
1416808_at	215	7	6	6	17	6
1416809_at	4	4	4	4	4	4
1416810_at	749	700	533	502	989	1417
1416811_s_at	74	10	9	19	9	9
1416812_at	77	45	339	522	303	779
1416813_at	615	341	415	804	1582	1829
1416814_at	15	410	21	116	57	22
1416815_s_at	200	505	363	2703	2706	1851
1416816_at	1403	1588	241	571	1021	2223
1416817_at	35	5	5	5	5	5
1416818_at	876	180	60	75	1078	1061
1416819_at	30	72	117	122	644	491
1416820_at	7	7	7	7	7	7
1416821_at	46	5	20	123	130	101
1416822_at	5	5	5	5	5	67
1416823_a_at	773	392	792	64	27	8
1416824_at	252	115	115	633	512	352
1416825_at	32	19	148	10	19	9
1416826_a_at	156	27	699	127	206	147
1416827_at	9	9	9	9	9	9
1416828_at	4226	1339	145	153	710	371
1416829_at	3222	1818	2393	3729	3830	2731
1416830_at	336	564	846	13	10	33
1416831_at	11	18	11	4	5	4
1416832_at	83	56	7	13	17	5
1416833_at	4	4	4	4	4	4
1416834_x_at	296	631	456	212	212	459
1416835_s_at	366	732	288	893	692	1035
1416836_at	798	1307	417	355	179	56
1416837_at	391	97	201	187	467	79
1416838_at	747	126	51	457	169	46
1416839_at	5	6	6	5	5	6
1416840_at	2962	2533	3828	1344	948	254
1416841_at	150	39	39	278	89	328
1416842_at	9385	5679	8949	4774	3226	1334
1416843_at	401	675	544	423	572	296
1416844_at	54	74	19	53	47	28
1416845_at	85	54	172	21	22	10
1416846_a_at	59	81	10	24	31	5
1416847_s_at	5	5	5	5	5	5
1416848_at	659	568	408	824	846	651
1416849_at	554	1031	1396	1462	1396	1266
1416850_s_at	4575	1608	2761	2257	2477	2305
1416851_at	37	35	38	71	133	38
1416852_a_at	3735	566	1133	499	947	560
1416853_at	1036	160	203	255	249	188
1416854_at	4	4	4	4	4	4
1416855_at	313	568	476	698	1012	557
1416856_at	231	140	143	666	195	385
1416857_at	4514	3573	5360	505	850	276
1416858_a_at	2150	3093	1351	5163	4574	6021
1416859_at	2713	1343	3086	8542	9846	8893
1416860_s_at	282	205	343	399	537	414
1416861_at	36	48	22	22	32	37
1416862_at	8	93	14	8	22	14
1416863_at	32	33	56	46	17	33
1416864_at	181	137	671	456	462	155
1416865_at	36	20	25	151	56	10
1416866_at	188	502	59	109	58	104
1416867_at	22	114	14	26	41	32
1416868_at	51	14	13	508	707	409
1416869_x_at	5	5	6	12	5	18
1416870_at	12	14	12	148	78	41
1416871_at	5	5	5	5	5	5
1416872_at	1298	308	680	663	554	859
1416873_a_at	8	15	5	9	43	87
1416874_a_at	1430	171	1803	2421	1470	824
1416875_at	4	4	4	4	4	4
1416876_at	5	5	5	5	5	5
1416877_a_at	2368	489	1105	4488	3366	3084
1416878_at	5	5	5	30	25	5
1416879_at	14	6	8	6	30	10
1416880_at	864	823	636	1699	838	1057
1416881_at	138	230	83	560	412	319
1416882_at	10	5	5	5	21	14
1416883_at	2352	933	1185	370	194	270
1416884_at	2488	2759	3409	6711	7137	7899
1416885_at	59	56	86	191	179	1654
1416886_at	8	8	9	36	16	8
1416887_at	5	173	5	5	5	5
1416888_at	28	234	79	120	209	921
1416889_at	6	6	6	6	5	6
1416890_at	10	11	10	48	291	443
1416891_at	241	425	151	44	107	12
1416892_s_at	360	525	40	473	752	1330
1416893_at	169	314	100	1274	764	1199
1416894_at	28	15	55	26	26	26
1416895_at	6	6	6	6	6	6
1416896_at	5	6	5	5	5	5
1416897_at	5	5	5	12	54	34
1416898_a_at	5	5	29	7	5	55
1416899_at	4	4	4	4	4	4
1416900_s_at	252	164	122	36	12	12
1416901_at	3862	3366	2432	3721	2509	1698
1416902_a_at	5419	4608	4721	4608	5492	4297
1416903_at	642	84	1214	454	158	681
1416904_at	680	181	160	396	252	243
1416905_at	5	5	5	5	5	5
1416906_at	362	187	405	4424	1912	824
1416907_at	94	880	112	783	1099	2768
1416908_s_at	819	439	201	2298	3745	2227
1416909_at	762	161	496	776	130	170
1416910_at	359	1023	129	2017	1501	1109
1416911_a_at	1180	755	732	417	714	285
1416912_at	238	75	102	298	143	98
1416913_at	6	7	6	6	6	7
1416914_s_at	55	29	56	184	273	85
1416915_at	23	118	14	1132	1289	936
1416916_at	4	5	5	5	4	5
1416917_at	249	16	224	1310	149	7
1416918_at	486	508	87	72	227	57
1416919_a_at	20	48	34	22	103	164
1416920_at	26	50	47	113	65	128
1416921_x_at	8967	6676	8311	881	1328	638
1416922_a_at	696	728	1461	1533	2215	1185
1416923_a_at	394	217	462	336	275	356
1416924_at	75	768	180	226	442	291
1416925_at	1229	528	1236	3090	3570	3909
1416926_at	255	601	117	26	128	668
1416927_at	8	11	18	12	78	13
1416928_at	37	285	168	1581	504	1102
1416929_at	8	34	70	54	66	55
1416930_at	5	5	5	5	5	5
1416931_at	30	11	95	55	271	550
1416932_at	141	66	171	51	51	47
1416933_at	470	23	382	79	62	36
1416934_at	32	10	13	6	6	6
1416935_at	5	5	5	5	5	5
1416936_at	44	42	107	16	8	11
1416937_at	3207	3249	2202	2846	1984	1282
1416938_at	198	17	86	1404	1356	877
1416939_at	273	220	480	1020	1336	529
1416940_at	134	1549	18	49	504	1898
1416941_s_at	2478	3046	3191	2209	5603	2380
1416942_at	17	13	9	5	4	4
1416943_at	2003	1205	2635	1624	1777	2187
1416944_a_at	1343	730	1250	766	1983	2104
1416945_at	695	556	1009	647	650	612
1416946_a_at	60	7	26	46	12	8
1416947_s_at	1000	458	276	191	225	134
1416948_at	357	241	108	891	623	288
1416949_s_at	512	188	223	338	378	51
1416950_at	237	11	73	5	5	5
1416951_a_at	942	421	134	345	593	761
1416952_at	833	107	469	511	656	221
1416953_at	5	10	5	5	5	5
1416954_at	25	9	11	36	12	11
1416955_at	4	4	15	133	4	4
1416956_at	11	5	5	78	5	110
1416957_at	5	5	5	5	5	5
1416958_at	553	768	535	606	257	126
1416959_at	390	1494	424	713	474	150
1416960_at	23	125	24	22	17	25
1416961_at	5	5	5	503	1000	192
1416962_at	13	13	65	388	885	21
1416963_at	386	645	303	323	213	44
1416964_at	54	5	5	5	118	38
1416965_at	110	20	90	31	11	28
1416966_at	116	5	5	5	5	5
1416967_at	2068	3420	3625	1802	2260	2031
1416968_a_at	76	59	5	4	4	5
1416969_at	5	5	5	19	79	443
1416970_a_at	7245	3689	4417	6474	6988	6345
1416971_at	2685	1502	2241	2653	2834	2561
1416972_at	99	463	139	1253	1229	2691
1416973_at	472	366	1204	2169	2549	1643
1416974_at	17	27	20	53	29	29
1416975_at	226	161	70	196	158	99
1416976_at	9	18	17	7	18	40
1416977_at	7	7	7	7	6	7
1416978_at	319	152	453	31	16	28
1416979_at	2061	2811	971	2895	3253	1576
1416980_at	5	5	5	5	5	5
1416981_at	1398	1262	707	133	130	416
1416982_at	541	1167	1339	165	79	16
1416983_s_at	1960	1914	4265	610	1100	254
1416984_at	394	36	321	168	664	372
1416985_at	2432	1134	1992	548	305	405
1416986_a_at	2365	2160	3738	947	529	372
1416987_at	226	39	31	31	83	1219
1416988_at	272	11	21	432	884	1066
1416989_at	356	318	70	220	271	151
1416990_at	174	157	242	410	79	440
1416991_at	29	17	8	7	11	31
1416992_at	5	6	6	60	46	474
1416993_at	115	54	137	34	57	330
1416994_at	384	492	352	1348	495	292
1416995_at	32	111	40	32	32	16
1416996_at	181	30	9	22	92	149
1416997_a_at	5	107	5	5	8	5
1416998_at	118	130	12	226	372	76
1416999_at	561	397	475	6	76	77
1417000_at	5	5	5	5	5	5
1417001_a_at	484	507	598	131	299	59
1417002_at	316	120	333	123	212	491
1417003_at	153	5	7	13	5	5
1417004_at	219	346	137	300	358	224
1417005_at	1168	14	48	144	421	211
1417006_at	985	366	310	1297	105	300
1417007_a_at	1877	337	159	456	987	1963
1417008_at	381	10	27	135	40	380
1417009_at	5	5	5	5	5	5
1417010_at	1028	1039	720	1753	2621	2568
1417011_at	3024	2118	2907	869	395	346
1417012_at	2092	1656	3210	322	355	444
1417013_at	339	55	97	14	5	5
1417014_at	10	6	9	6	5	6
1417015_at	7	5	5	5	5	5
1417016_at	117	110	48	11	405	24
1417017_at	5	5	5	5	5	5
1417018_at	329	171	284	598	331	191
1417019_a_at	6	6	6	395	380	747
1417020_at	5	5	5	5	5	5
1417021_a_at	5	5	5	5	5	5
